username,text,label,binary_label,tokenized_comment
,"Wajah seperti bajingan seperti ini sok tidak ingin mati oleh lagu bersama Kaesang, emg anjj","['Body Shaming', 'Flaming']",Yes,"['wajah', 'seperti', 'bajing', 'seperti', 'ini', 'sok', 'tidak', 'ingin', 'mati', 'oleh', 'lagu', 'sama', 'kaesang', 'memang', 'anjing']"
,"Anda, gemuk, tidak tampan, saya juga memiliki perilaku norak","['Body Shaming', 'Flaming']",Yes,"['anda', 'gemuk', 'tidak', 'tampan', 'saya', 'juga', 'milik', 'perilaku', 'norak']"
,"Tubuh Anda besar, otaknya sama dengan mental nol besar!","['Body Shaming', 'Flaming']",Yes,"['tubuh', 'anda', 'besar', 'otak', 'sama', 'dengan', 'mental', 'nol', 'besar']"
,"Wajah seperti bajingan kaya seperti ini, saya tidak ingin terpesona oleh lagu dengan Kaesang, emg anak anj","['Body Shaming', 'Flaming']",Yes,"['wajah', 'seperti', 'bajing', 'seperti', 'seperti', 'ini', 'saya', 'tidak', 'ingin', 'pesona', 'oleh', 'lagu', 'dengan', 'kaesang', 'memang', 'anak', 'anjing']"
,"Tubuhnya cengkring, mulutnya sangat besar, ada seekor anjing","['Body Shaming', 'Flaming']",Yes,"['tubuh', 'cengkring', 'mulut', 'sangat', 'besar', 'ada', 'ekor', 'anjing']"
,Tiang listrik yang kaya raya tapi begitu banyak,"['Body Shaming', 'Flaming']",Yes,"['tiang', 'listrik', 'yang', 'seperti', 'raya', 'tapi', 'begitu', 'banyak']"
,"Tuhan melarang seorang pria model 馃憥 memikirkan tubuh Anda, Anda hanya tubuh, tubuh Anda kecil seperti kuli yang sadar","['Body Shaming', 'Flaming']",Yes,"['tuhan', 'larang', 'orang', 'pria', 'model', 'pikir', 'tubuh', 'anda', 'anda', 'hanya', 'tubuh', 'tubuh', 'anda', 'kecil', 'seperti', 'kuli', 'yang', 'sadar']"
,"O Allah, apakah kamu tidak punya kaca? Tipis, kotor, nyanyian lagi","['Body Shaming', 'Flaming']",Yes,"['o', 'allah', 'apakah', 'salut', 'tidak', 'punya', 'kaca', 'tipis', 'kotor', 'nyanyi', 'lagi']"
,Otak Anda dipenuhi dengan angin? Sudah alat goblin yang jelek ** ..,"['Body Shaming', 'Flaming']",Yes,"['otak', 'anda', 'penuh', 'dengan', 'angin', 'sudah', 'alat', 'goblin', 'yang', 'jelek']"
,"Idihhh lom tidak pernah melihat org setidaknya, sudah dipukul mental, wajah juga 😵‍💫","['Body Shaming', 'Flaming']",Yes,"['idih', 'lom', 'tidak', 'pernah', 'lihat', 'orang', 'tidak', 'sudah', 'pukul', 'mental', 'wajah', 'juga']"
,Mengapa dahi yang lebar? Bodohnya juga tidak membantu 😭,"['Body Shaming', 'Flaming']",Yes,"['mengapa', 'dahi', 'yang', 'lebar', 'bodoh', 'juga', 'tidak', 'bantu']"
,"Sudah botak, dahi lebar, tapi masih diragukan seperti seorang seniman","['Body Shaming', 'Flaming']",Yes,"['sudah', 'botak', 'dahi', 'lebar', 'tapi', 'masih', 'ragu', 'seperti', 'orang', 'seniman']"
,Mata Lakik sudah katarak,"['Body Shaming', 'Flaming']",Yes,"['mata', 'laki', 'sudah', 'katarak']"
,"Anda tidak bersinar, tetapi sebaliknya lebih hancur, sadar NJ **","['Body Shaming', 'Flaming']",Yes,"['anda', 'tidak', 'sinar', 'tetapi', 'balik', 'lebih', 'hancur', 'sadar', 'nj']"
,Songeeeeeleek wongee yoo weeleeeekkkkk.sek 1 sing sing booming ae songongg pedal iki.,"['Body Shaming', 'Flaming']",Yes,"['songeeleek', 'orang', 'ayo', 'weeleekksek', 'nyanyi', 'nyanyi', 'booming', 'saja', 'sombong', 'pedal', 'iki']"
,Dari cifa ke sampah🤭,"['Body Shaming', 'Flaming']",Yes,"['dari', 'syifa', 'ke', 'sampah']"
,"Anda telah berlebihan wajah sapi bool bahkan menyalahgunakan tabir dan datang ke pembacaan berkumpul dengan gadis -gadis, Anda hanya Boti Boti Gaush sebagai gantinya mengikuti agama di dalamnya, ini Islam !!","['Body Shaming', 'Flaming']",Yes,"['anda', 'telah', 'lebih', 'wajah', 'sapi', 'tahi', 'bahkan', 'menyalahgunakan', 'tabir', 'dan', 'datang', 'ke', 'baca', 'kumpul', 'dengan', 'gadis', 'gadis', 'anda', 'hanya', 'bot', 'bot', 'tidak', 'usah', 'bagai', 'ganti', 'ikut', 'agama', 'di', 'dalam', 'ini', 'islam']"
,Wajah Tebell benar -benar seniman Pansos,"['Body Shaming', 'Flaming']",Yes,"['wajah', 'tebal', 'benar', 'benar', 'seniman', 'panjat', 'sosial']"
,Boti Puki Face Dog,"['Body Shaming', 'Flaming']",Yes,"['bot', 'puki', 'muka', 'dog']"
,Dari cifa ke tempat sampah 馃き,"['Body Shaming', 'Flaming']",Yes,"['dari', 'syifa', 'ke', 'tempat', 'sampah']"
,"Wajahmu seperti pot hangus, toh tidak ada yang baik **","['Body Shaming', 'Flaming']",Yes,"['wajah', 'seperti', 'pot', 'hangus', 'bagaimana', 'tidak', 'ada', 'yang', 'bagus']"
,"Wajahmu sangat lebar, seperti itu, seperti anak laki -laki bodoh","['Body Shaming', 'Flaming']",Yes,"['wajah', 'sangat', 'lebar', 'seperti', 'itu', 'seperti', 'anak', 'pria', 'pria', 'bodoh']"
,"Wajahmu tidak benar -benar sumpah, itu sudah jelek otak kosong","['Body Shaming', 'Flaming']",Yes,"['wajah', 'tidak', 'benar', 'benar', 'sumpah', 'itu', 'sudah', 'jelek', 'otak', 'kosong']"
,Rupane Koyo Munyukkk Kakean Polahh,"['Body Shaming', 'Flaming']",Yes,"['muka', 'seperti', 'munyukk', 'banyak', 'tingkah']"
,Anjir fllwrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrper,"['Body Shaming', 'Flaming']",Yes,"['anjir', 'fllwrrper']"
,"Tuhan melarang seorang pria model 👎 memikirkan tubuh Anda, Anda hanya tubuh, tubuh Anda kecil seperti kuli yang sadar","['Body Shaming', 'Flaming']",Yes,"['tuhan', 'larang', 'orang', 'pria', 'model', 'pikir', 'tubuh', 'anda', 'anda', 'hanya', 'tubuh', 'tubuh', 'anda', 'kecil', 'seperti', 'kuli', 'yang', 'sadar']"
,Wajah dengan hati dengan je*ek,"['Body Shaming', 'Flaming']",Yes,"['wajah', 'dengan', 'hati', 'dengan', 'jelek']"
,"ohh ini .. saya tidak harus memasuki fyp, jelek, kotor, bodoh juga","['Body Shaming', 'Flaming']",Yes,"['oh', 'ini', 'saya', 'tidak', 'harus', 'pasuk', 'fyp', 'jelek', 'kotor', 'bodoh', 'juga']"
,"Anda adalah anjing yang terjebak dalam tubuh manusia, pekerjaannya tidak","['Body Shaming', 'Flaming']",Yes,"['anda', 'adalah', 'anjing', 'yang', 'jebak', 'dalam', 'tubuh', 'manusia', 'kerja', 'tidak']"
,"Sudah pesek, wajah biasa -biasa saja, tapi sotoy terlalu banyak","['Body Shaming', 'Flaming']",Yes,"['sudah', 'pesek', 'wajah', 'biasa', 'biasa', 'saja', 'tapi', 'sok', 'tahu', 'terlalu', 'banyak']"
,Anjir fllwrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,"['Body Shaming', 'Flaming']",Yes,"['anjir', 'fllwrr']"
,najis udh jelek aktor lagi,"['Body Shaming', 'Flaming']",Yes,"['najis', 'sudah', 'jelek', 'aktor', 'lagi']"
,"Jika Anda bodoh, jangan terdaftar, wajah Anda juga biasa -biasa saja.","['Body Shaming', 'Flaming']",Yes,"['jika', 'anda', 'bodoh', 'jangan', 'daftar', 'wajah', 'anda', 'juga', 'biasa', 'biasa', 'saja']"
,"Anj, ini adalah objek pendek, otak tidak ada","['Body Shaming', 'Flaming']",Yes,"['anjing', 'ini', 'adalah', 'objek', 'pendek', 'otak', 'tidak', 'ada']"
,Bagaimana Anda bisa yakin?,"['Body Shaming', 'Flaming']",Yes,"['bagaimana', 'anda', 'bisa', 'yakin']"
,"Mengetahui, Kumiss benar -benar megah seperti bulu.","['Body Shaming', 'Flaming']",Yes,"['tahu', 'miss', 'benar', 'benar', 'megah', 'seperti', 'bulu']"
,"Mata lacic sudah katarak, yak 馃槶馃槶","['Body Shaming', 'Flaming']",Yes,"['mata', 'lacic', 'sudah', 'katarak', 'iya']"
,"Idung menyukai ujung flip -flops, tapi satu -satunya hal","['Body Shaming', 'Flaming']",Yes,"['hidung', 'suka', 'ujung', 'flip', 'flops', 'tapi', 'satu', 'satu', 'hal']"
,Sudah memanjat dan berbicara seperti orang suci,"['Body Shaming', 'Flaming']",Yes,"['sudah', 'panjat', 'dan', 'bicara', 'seperti', 'orang', 'suci']"
,"Anda tidak memiliki modal untuk diragukan, secara sadar tempat itu","['Body Shaming', 'Flaming']",Yes,"['anda', 'tidak', 'milik', 'modal', 'untuk', 'ragu', 'cara', 'sadar', 'tempat', 'itu']"
,"Kepala gede kosong, hanya hidup untuk mengganggu orang, kan ???","['Body Shaming', 'Flaming']",Yes,"['kepala', 'besar', 'kosong', 'hanya', 'hidup', 'untuk', 'ganggu', 'orang', 'kan']"
,"Dibutuhkan putra ASU anak -anak, mereka tidak harus pergi, hutang mereka adalah MASKU DURUNG MOK LAUSI LAUSI GOBLOK.Lonte Anak -anak","['Body Shaming', 'Flaming']",Yes,"['butuh', 'putra', 'asu', 'anak', 'anak', 'mereka', 'tidak', 'harus', 'pergi', 'hutang', 'mereka', 'adalah', 'mas', 'belum', 'mau', 'lausi', 'lausi', 'gobloklonte', 'anak', 'anak']"
,"Wajahnya seperti kadal, benar -benar Songong, Nyet !!!","['Body Shaming', 'Flaming']",Yes,"['wajah', 'seperti', 'kadal', 'benar', 'benar', 'sombong', 'monyet']"
,Aroma ketiak Anda sampai di sini adalah ketakutan,"['Body Shaming', 'Flaming']",Yes,"['aroma', 'ketiak', 'anda', 'sampai', 'di', 'di', 'sini', 'adalah', 'takut']"
,"Dipantau, tetapi Songong meminta pengampunan tidak malu?","['Body Shaming', 'Flaming']",Yes,"['pantau', 'tetapi', 'sombong', 'minta', 'ampun', 'tidak', 'malu']"
,"Haduhhhh, setidaknya Anda mengenal diri sendiri, wajah penjaga keamanan hanya begitu Asa, menjadi seorang pewong, menjahit untuk mengenakan semua kerudung lagi, Dih merasakan saat -saat indah, rasa malu dilihat oleh Tuhan.","['Body Shaming', 'Flaming']",Yes,"['haduhh', 'tidak', 'anda', 'kenal', 'diri', 'sendiri', 'wajah', 'jaga', 'aman', 'hanya', 'begitu', 'asa', 'jadi', 'orang', 'wong', 'jahit', 'untuk', 'kena', 'semua', 'kerudung', 'lagi', 'dih', 'rasa', 'saat', 'saat', 'cantik', 'rasa', 'malu', 'lihat', 'oleh', 'tuhan']"
,"Merasa sangat baik, Pak?","['Body Shaming', 'Flaming']",Yes,"['rasa', 'sangat', 'bagus', 'pak']"
,"Wajah seperti bajingan seperti ini canggih tidak ingin melalui lagu dengan Kaesang, emg anjj meninggal","['Body Shaming', 'Flaming']",Yes,"['wajah', 'seperti', 'bajing', 'seperti', 'ini', 'canggih', 'tidak', 'ingin', 'lalu', 'lagu', 'dengan', 'kaesang', 'memang', 'anjing', 'tinggal']"
,"Anda, gemuk, tidak bagus -melihat, saya juga memiliki perilaku lengket","['Body Shaming', 'Flaming']",Yes,"['anda', 'gemuk', 'tidak', 'bagus', 'lihat', 'saya', 'juga', 'milik', 'perilaku', 'lengket']"
,"Wajah seperti bajingan kaya seperti ini, saya tidak ingin terpesona dari lagu dengan Kaesang, emg anak anj","['Body Shaming', 'Flaming']",Yes,"['wajah', 'seperti', 'bajing', 'seperti', 'seperti', 'ini', 'saya', 'tidak', 'ingin', 'pesona', 'dari', 'lagu', 'dengan', 'kaesang', 'memang', 'anak', 'anjing']"
,Elektropoli yang kurus dan kaya tapi sangat banyak,"['Body Shaming', 'Flaming']",Yes,"['elektropoli', 'yang', 'kurus', 'dan', 'seperti', 'tapi', 'sangat', 'banyak']"
,"Tuhan melarang model manusia 馃憥 di tubuh Anda, Anda hanyalah tubuh, tubuh Anda kecil seperti kuli AwenaRes","['Body Shaming', 'Flaming']",Yes,"['tuhan', 'larang', 'model', 'manusia', 'di', 'tubuh', 'anda', 'anda', 'hanya', 'tubuh', 'tubuh', 'anda', 'kecil', 'seperti', 'kuli', 'awenares']"
,"O Allah, kamu tidak punya kaca?","['Body Shaming', 'Flaming']",Yes,"['o', 'allah', 'salut', 'tidak', 'punya', 'kaca']"
,Otakmu dipenuhi dengan angin?,"['Body Shaming', 'Flaming']",Yes,"['otak', 'penuh', 'dengan', 'angin']"
,"Idihhh lom tidak pernah melihat atau setidaknya, secara mental, wajah 😵‍💫 juga","['Body Shaming', 'Flaming']",Yes,"['idih', 'lom', 'tidak', 'pernah', 'lihat', 'atau', 'tidak', 'cara', 'mental', 'wajah', 'juga']"
,Mengapa ini dahi yang lebar?,"['Body Shaming', 'Flaming']",Yes,"['mengapa', 'ini', 'dahi', 'yang', 'lebar']"
,"Sudah tebal, dahi lebar, tapi masih diragukan seperti seorang seniman","['Body Shaming', 'Flaming']",Yes,"['sudah', 'tebal', 'dahi', 'lebar', 'tapi', 'masih', 'ragu', 'seperti', 'orang', 'seniman']"
,Mata lacic sudah katarak,"['Body Shaming', 'Flaming']",Yes,"['mata', 'lacic', 'sudah', 'katarak']"
,"Anda tidak tinggi, tetapi lebih hancur, tahu NJ **","['Body Shaming', 'Flaming']",Yes,"['anda', 'tidak', 'tinggi', 'tetapi', 'lebih', 'hancur', 'tahu', 'nj']"
,Songeeeeeek wongee yoo weeleeeekkk.sek 1 menyanyikan sing booming ae songongg pedal iki.,"['Body Shaming', 'Flaming']",Yes,"['songeek', 'orang', 'ayo', 'weeleekksek', 'nyanyi', 'nyanyi', 'booming', 'saja', 'sombong', 'pedal', 'iki']"
,"Mereka telah berlebihan wajah daging sapi, yang bahkan menyalahgunakan tabir dan datang untuk menciptakan kembali pertemuan dengan gadis -gadis.","['Body Shaming', 'Flaming']",Yes,"['mereka', 'telah', 'lebih', 'wajah', 'daging', 'sapi', 'yang', 'bahkan', 'menyalahgunakan', 'tabir', 'dan', 'datang', 'untuk', 'cipta', 'kembali', 'temu', 'dengan', 'gadis', 'gadis']"
,Boti Puki Facial Dog,"['Body Shaming', 'Flaming']",Yes,"['bot', 'puki', 'facial', 'dog']"
,Dari cifa ke sampah 馃き,"['Body Shaming', 'Flaming']",Yes,"['dari', 'syifa', 'ke', 'sampah']"
,"Wajahmu seperti pot hangus, toh tidak ada yang bagus **","['Body Shaming', 'Flaming']",Yes,"['wajah', 'seperti', 'pot', 'hangus', 'bagaimana', 'tidak', 'ada', 'yang', 'bagus']"
,"Wajahmu sangat lebar, jadi itu seperti anak laki -laki bodoh","['Body Shaming', 'Flaming']",Yes,"['wajah', 'sangat', 'lebar', 'jadi', 'itu', 'seperti', 'anak', 'pria', 'pria', 'bodoh']"
,"Wajahmu tidak terlalu sumpah, itu jelek, otaknya kosong","['Body Shaming', 'Flaming']",Yes,"['wajah', 'tidak', 'terlalu', 'sumpah', 'itu', 'jelek', 'otak', 'kosong']"
,Rupane Koyo Munyukkkkkaan Polahhh,"['Body Shaming', 'Flaming']",Yes,"['muka', 'seperti', 'munyukkaan', 'tingkah']"
,Anjir FLLwrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrch ',"['Body Shaming', 'Flaming']",Yes,"['anjir', 'fllwrrch']"
,"Tuhan melarang model manusia 👎 di tubuh Anda, Anda hanyalah tubuh, tubuh Anda kecil seperti kuli AwenaRes","['Body Shaming', 'Flaming']",Yes,"['tuhan', 'larang', 'model', 'manusia', 'di', 'tubuh', 'anda', 'anda', 'hanya', 'tubuh', 'tubuh', 'anda', 'kecil', 'seperti', 'kuli', 'awenares']"
,Wajah dengan hati dengan masing -masing*ek,"['Body Shaming', 'Flaming']",Yes,"['wajah', 'dengan', 'hati', 'dengan', 'masing', 'masingek']"
,"Ohh itu .. saya tidak harus memasuki fyps, jelek, kotor, bodoh juga","['Body Shaming', 'Flaming']",Yes,"['oh', 'itu', 'saya', 'tidak', 'harus', 'pasuk', 'fyps', 'jelek', 'kotor', 'bodoh', 'juga']"
,"Anda adalah anjing yang terperangkap dalam tubuh manusia, pekerjaannya tidak","['Body Shaming', 'Flaming']",Yes,"['anda', 'adalah', 'anjing', 'yang', 'perangkap', 'dalam', 'tubuh', 'manusia', 'kerja', 'tidak']"
,Anjir FLLWrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr off,"['Body Shaming', 'Flaming']",Yes,"['anjir', 'fllwrr', 'off']"
,Najis udh jelek aktor lagi,"['Body Shaming', 'Flaming']",Yes,"['najis', 'sudah', 'jelek', 'aktor', 'lagi']"
,"Secara sadar, kumiss seperti bulu benar -benar agung","['Body Shaming', 'Flaming']",Yes,"['cara', 'sadar', 'miss', 'seperti', 'bulu', 'benar', 'benar', 'agung']"
,"Mata Lakik adalah katarak, yak 馃槶馃槶","['Body Shaming', 'Flaming']",Yes,"['mata', 'laki', 'adalah', 'katarak', 'iya']"
,"Hidung seperti ujung flip -flops, tetapi hanya satu hal","['Body Shaming', 'Flaming']",Yes,"['hidung', 'seperti', 'ujung', 'flip', 'flops', 'tetapi', 'hanya', 'satu', 'hal']"
,"Sudah mendaki, seperti orang suci berbicara","['Body Shaming', 'Flaming']",Yes,"['sudah', 'daki', 'seperti', 'orang', 'suci', 'bicara']"
,Anda tidak ragu yang menyadari tempat ini,"['Body Shaming', 'Flaming']",Yes,"['anda', 'tidak', 'ragu', 'yang', 'sadar', 'tempat', 'ini']"
,"Kepala kepala kosong, hanya hidup untuk mengganggu orang, kan ???","['Body Shaming', 'Flaming']",Yes,"['kepala', 'kepala', 'kosong', 'hanya', 'hidup', 'untuk', 'ganggu', 'orang', 'kan']"
,"Putra ASU dibutuhkan oleh anak -anak, mereka tidak harus pergi, hutang mereka menutupi mok lausi block goblok. Lonte anak -anak -anak anak -anak","['Body Shaming', 'Flaming']",Yes,"['putra', 'asu', 'butuh', 'oleh', 'anak', 'anak', 'mereka', 'tidak', 'harus', 'pergi', 'hutang', 'mereka', 'tutup', 'mau', 'lausi', 'blokir', 'goblok', 'lonte', 'anak', 'anak', 'anak', 'anak', 'anak']"
,"Wajahnya seperti kadal, benar -benar bernyanyi, Nyet !!!","['Body Shaming', 'Flaming']",Yes,"['wajah', 'seperti', 'kadal', 'benar', 'benar', 'nyanyi', 'monyet']"
,Bau ketiaknya datang ke sini dan,"['Body Shaming', 'Flaming']",Yes,"['bau', 'ketiak', 'datang', 'ke', 'di', 'sini', 'dan']"
,"Tipis, tapi lagu itu meminta pengampunan, tidak malu padaku?","['Body Shaming', 'Flaming']",Yes,"['tipis', 'tapi', 'lagu', 'itu', 'minta', 'ampun', 'tidak', 'malu', 'pada']"
,"Haduhhhh, setidaknya Anda tahu diri Anda sendiri, wajah pasukan keamanan, hanya begitu San ingin menjadi pewong, jadi itu semua mengenakan kerudung, saya merasakan saat -saat indah yang dilihat oleh Tuhan.","['Body Shaming', 'Flaming']",Yes,"['haduhh', 'tidak', 'anda', 'tahu', 'diri', 'anda', 'sendiri', 'wajah', 'pasu', 'aman', 'hanya', 'begitu', 'san', 'ingin', 'jadi', 'wong', 'jadi', 'itu', 'semua', 'kena', 'kerudung', 'saya', 'rasa', 'saat', 'saat', 'cantik', 'yang', 'lihat', 'oleh', 'tuhan']"
,"Merasa sangat baik -melihat, Pak?","['Body Shaming', 'Flaming']",Yes,"['rasa', 'sangat', 'bagus', 'lihat', 'pak']"
,"Ya, suaramu rusak, wajahmu","['Body Shaming', 'Flaming']",Yes,"['iya', 'suara', 'rusak', 'wajah']"
,"Wajah seperti bajingan seperti tindakan ini, bukan melalui lagu dengan Kaesang, emg anjj untuk mati","['Body Shaming', 'Flaming']",Yes,"['wajah', 'seperti', 'bajing', 'seperti', 'tindak', 'ini', 'tidak', 'lalu', 'lagu', 'dengan', 'kaesang', 'memang', 'anjing', 'untuk', 'mati']"
,"Wajah seperti bajingan kaya seperti ini, saya tidak ingin terpesona oleh lagu -lagu dengan Kaesang, emg anak anj anj","['Body Shaming', 'Flaming']",Yes,"['wajah', 'seperti', 'bajing', 'seperti', 'seperti', 'ini', 'saya', 'tidak', 'ingin', 'pesona', 'oleh', 'lagu', 'lagu', 'dengan', 'kaesang', 'memang', 'anak', 'anjing', 'anjing']"
,"Tubuhnya tertekan, mulutnya sangat besar, ada seekor anjing","['Body Shaming', 'Flaming']",Yes,"['tubuh', 'tekan', 'mulut', 'sangat', 'besar', 'ada', 'ekor', 'anjing']"
,"Tiang listrik yang kaya, tapi begitu banyak","['Body Shaming', 'Flaming']",Yes,"['tiang', 'listrik', 'yang', 'seperti', 'tapi', 'begitu', 'banyak']"
,"Tuhan melarang model manusia 馃憥 untuk memikirkan tubuh mereka, mereka hanyalah satu tubuh, tubuh mereka kecil seperti tangga pendingin sadar","['Body Shaming', 'Flaming']",Yes,"['tuhan', 'larang', 'model', 'manusia', 'untuk', 'pikir', 'tubuh', 'mereka', 'mereka', 'hanya', 'satu', 'tubuh', 'tubuh', 'mereka', 'kecil', 'seperti', 'tangga', 'dingin', 'sadar']"
,Otak Anda dipenuhi dengan angin?,"['Body Shaming', 'Flaming']",Yes,"['otak', 'anda', 'penuh', 'dengan', 'angin']"
,"Sudah lama sekali bahwa setidaknya saya melihat orang -orang yang bertemu secara mental, juga wajah 😵‍💫","['Body Shaming', 'Flaming']",Yes,"['sudah', 'lama', 'sekali', 'bahwa', 'tidak', 'saya', 'lihat', 'orang', 'orang', 'yang', 'temu', 'cara', 'mental', 'juga', 'wajah']"
,Mengapa dahi yang luas tidak membantu 😭,"['Body Shaming', 'Flaming']",Yes,"['mengapa', 'dahi', 'yang', 'luas', 'tidak', 'bantu']"
,"Sudah telanjang, di dahi, tapi masih diragukan seperti seorang seniman","['Body Shaming', 'Flaming']",Yes,"['sudah', 'telanjang', 'di', 'dahi', 'tapi', 'masih', 'ragu', 'seperti', 'orang', 'seniman']"
,Mata Lakik adalah katarak,"['Body Shaming', 'Flaming']",Yes,"['mata', 'laki', 'adalah', 'katarak']"
,"Anda tidak bersinar, tetapi lebih hancur, sadar NJ **","['Body Shaming', 'Flaming']",Yes,"['anda', 'tidak', 'sinar', 'tetapi', 'lebih', 'hancur', 'sadar', 'nj']"
,Songeeeeeek wongee yoo weeleeeekkkkk.sek 1 menyanyikan sing booming ae songongg pedal iki.,"['Body Shaming', 'Flaming']",Yes,"['songeek', 'orang', 'ayo', 'weeleekksek', 'nyanyi', 'nyanyi', 'booming', 'saja', 'sombong', 'pedal', 'iki']"
,Mereka berlebihan wajah pendingin sapi dan bahkan menyalahgunakan tabir dan datang untuk membaca pertemuan dengan gadis -gadis.,"['Body Shaming', 'Flaming']",Yes,"['mereka', 'lebih', 'wajah', 'dingin', 'sapi', 'dan', 'bahkan', 'menyalahgunakan', 'tabir', 'dan', 'datang', 'untuk', 'baca', 'temu', 'dengan', 'gadis', 'gadis']"
,Wajah Tebell benar -benar artis Pansos,"['Body Shaming', 'Flaming']",Yes,"['wajah', 'tebal', 'benar', 'benar', 'artis', 'panjat', 'sosial']"
,"Wajahmu seperti pot dirinya sendiri, tidak ada yang baik **","['Body Shaming', 'Flaming']",Yes,"['wajah', 'seperti', 'pot', 'diri', 'sendiri', 'tidak', 'ada', 'yang', 'bagus']"
,"Wajahmu sangat lebar, seperti anak laki -laki bodoh","['Body Shaming', 'Flaming']",Yes,"['wajah', 'sangat', 'lebar', 'seperti', 'anak', 'pria', 'pria', 'bodoh']"
,"Wajahmu tidak terlalu sumpah, itu jelek otak kosong","['Body Shaming', 'Flaming']",Yes,"['wajah', 'tidak', 'terlalu', 'sumpah', 'itu', 'jelek', 'otak', 'kosong']"
,Anjir aliran rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,"['Body Shaming', 'Flaming']",Yes,"['anjir', 'alir', 'rr']"
,"Tuhan melarang model manusia 👎 untuk memikirkan tubuh mereka, mereka hanyalah satu tubuh, tubuh mereka kecil seperti tangga pendingin sadar","['Body Shaming', 'Flaming']",Yes,"['tuhan', 'larang', 'model', 'manusia', 'untuk', 'pikir', 'tubuh', 'mereka', 'mereka', 'hanya', 'satu', 'tubuh', 'tubuh', 'mereka', 'kecil', 'seperti', 'tangga', 'dingin', 'sadar']"
,"Anda adalah anjing yang terperangkap dalam tubuh manusia, tugasnya tidak","['Body Shaming', 'Flaming']",Yes,"['anda', 'adalah', 'anjing', 'yang', 'perangkap', 'dalam', 'tubuh', 'manusia', 'tugas', 'tidak']"
,"Sudah pesek, hanya wajah biasa, tapi terlalu banyak sotoy","['Body Shaming', 'Flaming']",Yes,"['sudah', 'pesek', 'hanya', 'wajah', 'biasa', 'tapi', 'terlalu', 'banyak', 'sok', 'tahu']"
,Anjir fllwrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr '' '' '' by -c rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr '' '' by 'by' by 'that,"['Body Shaming', 'Flaming']",Yes,"['anjir', 'fllwrr', 'oleh', 'sih', 'rr', 'oleh', 'oleh', 'oleh', 'itu']"
,Aktor tidak murni dan jelek lagi,"['Body Shaming', 'Flaming']",Yes,"['aktor', 'tidak', 'murni', 'dan', 'jelek', 'lagi']"
,"Jika Anda bodoh, jangan terdaftar, wajah Anda juga normal.","['Body Shaming', 'Flaming']",Yes,"['jika', 'anda', 'bodoh', 'jangan', 'daftar', 'wajah', 'anda', 'juga', 'normal']"
